Customer_id,Connection,Weight,Unit_type,Day,Week
1,7,32.40657544128009,20,1,0
1,7,3.0,20,1,0
1,7,3.6914819976242805,20,1,0
1,7,3.0,20,1,0
1,7,26.636877302393774,20,1,0
1,7,26.228849823974535,20,1,0
1,7,7.494800573285157,20,1,0
1,7,34.54434118528866,20,1,0
1,7,3.069617766727904,20,1,0
1,7,33.558921805260454,20,1,0
1,7,30.758128002694647,20,1,0
1,7,27.111830285298122,20,2,0
1,7,24.69983546562997,20,2,0
1,7,3.0,20,2,0
1,7,6.5790301529024,20,2,0
1,7,30.879971801012456,20,2,0
1,7,3.0,20,2,0
1,7,3.0,20,2,0
1,7,34.29074132952393,20,2,0
1,7,34.89717958551162,20,2,0
1,7,33.41850059755759,20,2,0
1,7,30.569323776011743,20,2,0
1,7,33.15600054010714,20,2,0
1,7,29.85333351521971,20,3,0
1,7,3.0,20,3,0
1,7,3.0,20,3,0
1,7,32.515992416713864,20,3,0
1,7,4.108344681295363,20,3,0
1,7,3.498601246116449,20,3,0
1,7,5.01801015890017,20,3,0
1,7,25.191120821508573,20,3,0
1,7,31.608962347969396,20,3,0
1,7,4.554642883569651,20,3,0
1,7,33.265497581936216,20,3,0
1,7,27.379756398453566,20,3,0
1,7,24.157950215344083,20,3,0
1,7,3.9670910153985295,20,4,0
1,7,29.69918749808182,20,4,0
1,7,29.30183523675917,20,4,0
1,7,6.419077019819484,20,4,0
1,7,35.53827624560958,20,4,0
1,7,24.33639186199849,20,4,0
1,7,20.754465319335726,20,4,0
1,7,32.34839165615599,20,4,0
1,7,26.37072696590891,20,4,0
1,7,26.176753467836463,20,4,0
1,7,4.536397587177569,20,4,0
1,7,32.366831710308,20,4,0
1,7,25.1007524060426,20,4,0
1,7,25.002382783860476,20,4,0
1,7,7.171279537239855,20,4,0
1,7,3.0,20,5,0
1,7,33.40773774699998,20,5,0
1,7,3.6650985226566926,20,5,0
1,7,32.55256249065412,20,5,0
1,7,32.211862540946086,20,5,0
1,7,4.5437364811114485,20,5,0
1,7,3.0,20,5,0
1,7,3.377172783889828,20,5,0
1,7,5.107129642114586,20,5,0
1,7,3.0,20,5,0
1,7,34.759337570362604,20,5,0
1,7,36.7096644592246,20,5,0
1,7,26.218370241276194,20,6,0
1,7,3.4295480453883576,20,6,0
1,7,28.102105000970564,20,6,0
1,7,33.86713099708883,20,7,0
1,7,31.63820648168379,20,7,0
1,7,3.0,20,7,0
2,16,28.5549562527003,20,1,0
2,16,43.97282009202061,20,2,0
2,16,40.55594602067136,20,2,0
2,16,37.86300327154444,20,2,0
2,16,41.32880487551284,20,2,0
2,16,41.77341834968238,20,2,0
2,16,37.873992021611286,20,3,0
2,16,39.86252836278894,20,3,0
2,16,27.025274196170113,20,3,0
2,16,28.57007312504721,20,3,0
2,16,29.05992685889307,20,3,0
2,16,35.82675925000125,20,3,0
2,16,28.636080060596317,20,3,0
2,16,27.443086711007798,20,3,0
2,16,40.526947865430394,20,3,0
2,16,28.462381568357653,20,3,0
2,16,28.978054455118794,20,3,0
2,16,28.457435030476105,20,3,0
2,16,25.753528217796244,20,4,0
2,16,30.508209651081533,20,4,0
2,16,27.83786808611161,20,4,0
2,16,25.166014391828885,20,4,0
2,16,30.84685061187972,20,4,0
2,16,28.644549047192868,20,4,0
2,16,38.43320360391663,20,4,0
2,16,40.6630492777877,20,4,0
2,16,29.721112170098266,20,4,0
2,16,28.11860680100619,20,4,0
2,16,28.355787670241813,20,4,0
2,16,26.063082437142825,20,4,0
2,16,36.538500339502164,20,5,0
2,16,45.207628307967035,20,5,0
2,16,29.642961160509586,20,5,0
2,16,29.500018346726474,20,5,0
2,16,29.915426786677898,20,5,0
2,16,28.388300936685145,20,5,0
2,16,40.72447781718592,20,5,0
2,16,25.006839073934845,20,6,0
2,16,33.60398176899005,20,6,0
2,16,29.491790404257973,20,6,0
2,16,35.34164648592478,20,6,0
2,16,28.682877108079026,20,7,0
2,16,38.899994551800454,20,7,0
2,16,28.701530053002667,20,7,0
3,16,18.35505714015745,20,1,0
3,16,23.713334090040465,20,1,0
3,16,12.622598154599117,20,2,0
3,16,16.33973706190724,20,2,0
3,16,18.632620214051038,20,2,0
3,16,23.945806201572868,20,2,0
3,16,18.45216548019148,20,3,0
3,16,33.158656141812536,20,3,0
3,16,19.713753200269018,20,3,0
3,16,13.553729230576305,20,3,0
3,16,20.673534484638857,20,3,0
3,16,15.810510590044077,20,3,0
3,16,15.770579978875134,20,4,0
3,16,33.9674442540797,20,4,0
3,16,16.63844150642345,20,4,0
3,16,26.71869115634107,20,4,0
3,16,14.323309708132603,20,4,0
3,16,33.205335492403435,20,4,0
3,16,28.406041434827955,20,4,0
3,16,32.30146213515463,20,4,0
3,16,15.520559148671133,20,4,0
3,16,15.786384951240148,20,4,0
3,16,25.830516707721152,20,5,0
3,16,15.913806603173944,20,5,0
3,16,16.56582041812753,20,5,0
3,16,18.41934385331448,20,5,0
3,16,14.51757234062537,20,5,0
3,16,34.670672483673876,20,5,0
3,16,25.87990795201996,20,5,0
3,16,29.49591354340145,20,5,0
3,16,29.058712051258038,20,6,0
3,16,19.466345165180552,20,6,0
3,16,15.50146018025757,20,6,0
3,16,14.804917042481087,20,7,0
3,16,16.604044696039864,20,7,0
3,16,31.116911503827495,20,7,0
3,8,22.6382270420547,20,1,0
3,8,15.34674866434321,20,1,0
3,8,10.674188554577952,20,1,0
3,8,30.257823096243552,20,1,0
3,8,29.98149690353078,20,1,0
3,8,12.419908723992247,20,1,0
3,8,9.285361791874923,20,1,0
3,8,7.500178155614186,20,1,0
3,8,6.32086173134738,20,2,0
3,8,10.22675643927257,20,2,0
3,8,10.354694889349894,20,2,0
3,8,22.17779025729616,20,2,0
3,8,28.26775596928787,20,2,0
3,8,12.235135022751653,20,2,0
3,8,7.515710699521299,20,2,0
3,8,24.10978496335584,20,2,0
3,8,8.554859564255233,20,2,0
3,8,8.025334750785763,20,2,0
3,8,8.209545599815856,20,2,0
3,8,30.319691175111423,20,2,0
3,8,7.712674756015789,20,2,0
3,8,15.14581855668984,20,3,0
3,8,29.822772352275543,20,3,0
3,8,19.78968387426017,20,3,0
3,8,23.987679880154946,20,3,0
3,8,10.192284627164621,20,3,0
3,8,23.648037564321903,20,3,0
3,8,7.735256830583415,20,3,0
3,8,9.633982854717223,20,3,0
3,8,7.1430537770292375,20,3,0
3,8,7.373860351440289,20,3,0
3,8,27.704175736938737,20,3,0
3,8,13.444353722676807,20,3,0
3,8,8.170872671217799,20,3,0
3,8,10.715891380352735,20,3,0
3,8,16.346551352445434,20,3,0
3,8,11.822036582909558,20,3,0
3,8,24.081403359123907,20,3,0
3,8,9.696184270773939,20,3,0
3,8,12.336428016632047,20,4,0
3,8,16.497909437015117,20,4,0
3,8,26.93137828422674,20,4,0
3,8,13.96693766632902,20,4,0
3,8,13.354591037304662,20,4,0
3,8,6.222869128615281,20,4,0
3,8,11.489717734937354,20,4,0
3,8,8.83849728215533,20,4,0
3,8,26.95522033695695,20,4,0
3,8,11.628863977974696,20,4,0
3,8,24.333512540497143,20,4,0
3,8,26.83805358356141,20,5,0
3,8,23.980304221713507,20,5,0
3,8,4.130923890417611,20,5,0
3,8,5.873286875134379,20,5,0
3,8,6.708179808032124,20,5,0
3,8,7.543408836271135,20,5,0
3,8,5.788770290133174,20,5,0
3,8,25.583792712140994,20,5,0
3,8,29.92298494251079,20,6,0
3,8,14.618551459791242,20,6,0
3,8,6.215287141600976,20,6,0
3,8,11.713532864173544,20,6,0
3,8,3.949351947293401,20,6,0
3,8,24.252101425471928,20,6,0
3,8,27.237190321192983,20,6,0
3,8,23.037056556298925,20,7,0
3,8,12.13287431248164,20,7,0
3,8,9.405087106143522,20,7,0
3,8,12.609503753995075,20,7,0
3,8,5.369859858709161,20,7,0
4,13,26.753023741975667,20,1,0
4,13,29.701125074020176,20,1,0
4,13,5.2957910544637326,20,1,0
4,13,24.27340889806644,20,1,0
4,13,8.978167511041269,20,1,0
4,13,27.513603693558284,20,1,0
4,13,4.853968211996623,20,1,0
4,13,12.641838808252626,20,2,0
4,13,27.164599177411617,20,2,0
4,13,7.280546681456204,20,2,0
4,13,12.913984059829424,20,2,0
