Cluster,Total_distance,Connections_diff,Weight_diff,Unit_diff
8,5.1759825875089,2.4392523364485914,0.3815900641444365,7.2336448598130545
7,5.3523291523743355,2.224,0.816329152374295,6.760000000000041
5,5.5335084891531885,0.8773584905659995,0.16460471839404178,6.57547169811323
9,5.612430138969918,1.4949494949494753,0.04677357331337362,7.06060606060602
2,5.647272728218082,1.3404255319148888,0.636634430345703,6.351063829787268
4,6.2646568177468875,1.120370370370365,0.2538617007716333,7.638888888888886
1,7.510511455226213,0.3629032258064595,0.2605114552262737,7.612903225806399
3,8.631295716723395,0.6435643564356446,0.7600085880105425,8.514851485148498
0,41.46635191906101,2.5151515151515067,1.0184965657874825,45.0
6,41.62640346238489,3.342857142857153,0.03073939475795129,45.0
